,usdthb,ukpthb,jpythb,eurthb
12/05/2005,39.39,73.80,37.17,50.42
13/05/2005,39.47,73.68,37.00,50.13
16/05/2005,39.68,73.41,36.95,50.10
17/05/2005,39.77,73.20,37.24,50.27
18/05/2005,39.90,73.25,37.12,50.38
19/05/2005,39.80,73.39,37.21,50.53
20/05/2005,39.87,73.54,37.20,50.53
24/05/2005,39.94,73.29,37.17,50.30
25/05/2005,39.95,73.16,37.22,50.32
26/05/2005,40.17,73.48,37.24,50.55
27/05/2005,40.36,73.58,37.39,50.55
30/05/2005,40.30,73.50,37.36,50.51
31/05/2005,40.47,73.45,37.40,50.17
01/06/2005,40.64,73.99,37.55,50.08
02/06/2005,40.63,73.65,37.46,49.69
03/06/2005,40.64,73.88,37.65,49.92
06/06/2005,40.64,73.82,37.82,49.81
07/06/2005,40.50,73.88,37.89,49.68
08/06/2005,40.47,74.32,37.92,49.79
09/06/2005,40.60,74.17,37.88,49.71
10/06/2005,40.62,74.01,37.79,49.70
13/06/2005,40.76,73.71,37.50,49.26
14/06/2005,40.86,73.79,37.34,49.60
15/06/2005,40.88,73.86,37.39,49.23
16/06/2005,40.87,74.36,37.40,49.41
17/06/2005,40.97,74.69,37.64,49.68
20/06/2005,41.04,74.98,37.75,50.20
21/06/2005,41.13,74.94,37.62,49.93
22/06/2005,41.07,75.06,37.84,49.99
23/06/2005,41.05,74.78,37.79,49.78
24/06/2005,41.07,74.58,37.68,49.41
27/06/2005,41.05,74.88,37.56,49.81
28/06/2005,41.10,75.05,37.53,49.96
29/06/2005,41.21,74.86,37.46,49.72
30/06/2005,41.27,74.55,37.40,49.86
04/07/2005,41.38,72.91,37.08,49.35
05/07/2005,41.41,72.84,37.09,49.31
06/07/2005,41.46,72.84,37.14,49.43
07/07/2005,41.62,72.90,37.11,49.65
08/07/2005,42.00,73.14,37.40,50.11
11/07/2005,41.96,73.04,37.46,50.27
12/07/2005,41.86,73.71,37.56,50.71
13/07/2005,41.81,74.17,37.63,51.04
14/07/2005,41.84,73.72,37.40,50.51
15/07/2005,41.74,73.44,37.25,50.52
18/07/2005,41.72,73.13,37.17,50.29
19/07/2005,41.79,72.94,37.28,50.31
20/07/2005,42.02,73.07,37.20,50.74
21/07/2005,41.87,73.10,37.21,50.97
25/07/2005,41.34,71.83,37.07,49.83
26/07/2005,41.47,72.28,37.10,49.93
27/07/2005,41.72,72.45,37.05,50.14
28/07/2005,41.70,72.66,37.07,50.31
29/07/2005,41.70,73.19,37.15,50.57
01/08/2005,41.65,73.28,37.08,50.65
02/08/2005,41.35,73.22,36.97,50.49
03/08/2005,41.32,73.09,37.00,50.34
04/08/2005,41.10,73.11,37.03,50.72
05/08/2005,41.17,73.26,36.96,50.94
08/08/2005,41.18,73.13,36.66,50.83
09/08/2005,41.12,73.49,36.77,50.92
10/08/2005,41.00,73.34,36.80,50.68
11/08/2005,40.81,73.41,36.98,50.61
15/08/2005,40.91,74.15,37.31,50.78
16/08/2005,41.03,74.18,37.53,50.61
17/08/2005,41.19,74.46,37.59,50.79
18/08/2005,41.16,74.30,37.38,50.52
19/08/2005,41.24,73.93,37.34,50.21
22/08/2005,41.10,73.88,37.28,50.05
23/08/2005,40.91,73.62,37.25,49.99
24/08/2005,41.05,73.77,37.19,50.09
25/08/2005,41.11,74.15,37.35,50.54
26/08/2005,41.08,74.02,37.30,50.53
29/08/2005,41.13,74.22,37.30,50.66
30/08/2005,41.31,74.10,37.28,50.47
31/08/2005,41.31,73.82,37.12,50.50
01/09/2005,41.13,74.16,37.15,50.74
02/09/2005,41.00,75.17,37.35,51.23
05/09/2005,40.90,75.44,37.42,51.34
06/09/2005,40.96,75.41,37.47,51.15
07/09/2005,41.06,75.54,37.43,51.20
08/09/2005,40.96,75.14,37.16,50.83
09/09/2005,40.97,75.24,37.05,50.81
12/09/2005,40.83,75.05,37.29,50.51
13/09/2005,40.87,74.42,37.04,50.26
14/09/2005,40.88,74.62,36.98,50.24
15/09/2005,40.94,74.47,37.04,50.09
16/09/2005,40.95,74.05,36.99,50.17
19/09/2005,41.02,73.97,36.79,49.87
20/09/2005,41.04,73.99,36.85,49.89
21/09/2005,41.04,73.90,36.71,49.88
22/09/2005,41.00,74.17,36.77,50.11
23/09/2005,41.02,73.44,36.76,49.84
26/09/2005,41.16,72.97,36.63,49.53
27/09/2005,41.23,73.04,36.58,49.62
28/09/2005,41.18,72.83,36.39,49.51
29/09/2005,41.06,72.58,36.35,49.51
30/09/2005,40.96,72.13,36.23,49.31
03/10/2005,41.10,72.18,36.03,49.12
04/10/2005,41.07,72.09,35.98,48.95
05/10/2005,41.01,72.24,35.97,48.96
06/10/2005,40.93,72.55,35.94,49.31
07/10/2005,40.81,72.45,36.00,49.67
10/10/2005,40.77,71.80,35.84,49.46
11/10/2005,40.85,71.56,35.81,49.16
12/10/2005,40.97,71.42,35.74,49.04
13/10/2005,40.92,71.52,35.68,49.07
14/10/2005,40.83,71.57,35.62,49.08
17/10/2005,40.76,72.12,35.76,49.30
18/10/2005,40.86,71.56,35.44,49.02
19/10/2005,40.82,71.31,35.25,48.68
20/10/2005,40.87,72.03,35.39,48.96
21/10/2005,40.82,72.54,35.44,49.20
25/10/2005,40.85,72.21,35.37,48.88
26/10/2005,40.76,72.70,35.42,49.33
27/10/2005,40.78,72.67,35.27,49.35
28/10/2005,40.71,72.59,35.31,49.42
31/10/2005,40.74,72.36,35.22,49.16
01/11/2005,40.75,72.08,34.99,48.84
02/11/2005,40.77,71.95,34.90,49.00
03/11/2005,40.79,72.41,34.90,49.23
04/11/2005,40.83,72.23,34.76,48.76
07/11/2005,40.97,71.68,34.77,48.40
08/11/2005,41.05,71.33,34.83,48.16
09/11/2005,41.17,71.74,35.11,48.45
10/11/2005,41.17,71.76,35.00,48.44
11/11/2005,41.10,71.61,34.90,48.08
14/11/2005,41.08,71.59,34.83,48.23
15/11/2005,41.14,71.54,34.64,48.13
16/11/2005,41.14,71.38,34.56,48.22
17/11/2005,41.14,70.66,34.57,48.03
18/11/2005,41.14,70.72,34.59,48.31
21/11/2005,41.19,70.72,34.55,48.53
22/11/2005,41.17,70.66,34.57,48.29
23/11/2005,41.11,70.75,34.62,48.53
24/11/2005,41.13,70.87,34.66,48.59
25/11/2005,41.16,70.86,34.52,48.46
28/11/2005,41.20,70.49,34.40,48.19
29/11/2005,41.18,71.05,34.57,48.71
30/11/2005,41.17,70.74,34.43,48.49
01/12/2005,41.17,71.20,34.38,48.54
02/12/2005,41.30,71.50,34.27,48.44
06/12/2005,41.32,71.95,34.15,48.70
07/12/2005,41.28,71.77,34.13,48.59
08/12/2005,41.24,71.58,34.15,48.35
09/12/2005,41.20,72.10,34.16,48.60
13/12/2005,41.13,73.05,34.32,49.18
14/12/2005,41.02,72.73,34.44,49.20
15/12/2005,40.91,72.51,34.94,49.10
16/12/2005,40.89,72.17,35.25,48.90
19/12/2005,40.88,72.42,35.26,49.15
20/12/2005,40.88,71.99,35.11,49.02
21/12/2005,40.89,71.88,34.97,48.57
22/12/2005,40.90,71.32,34.80,48.37
23/12/2005,40.89,71.08,35.05,48.54
26/12/2005,40.87,70.89,35.17,48.47
27/12/2005,40.90,70.81,34.95,48.43
28/12/2005,40.93,70.84,34.90,48.55
29/12/2005,40.93,70.45,34.73,48.50
30/12/2005,41.03,70.75,34.85,48.64
03/01/2006,40.90,70.57,34.81,48.51
04/01/2006,40.52,70.88,34.96,48.82
05/01/2006,40.30,70.79,34.66,48.78
06/01/2006,40.16,70.47,34.60,48.57
09/01/2006,39.74,70.33,34.87,48.25
10/01/2006,39.80,70.26,34.75,48.03
11/01/2006,39.83,70.19,34.76,48.06
12/01/2006,39.44,69.68,34.57,47.91
13/01/2006,39.50,69.58,34.48,47.58
16/01/2006,39.50,70.19,34.60,47.99
17/01/2006,39.70,70.10,34.52,48.05
18/01/2006,39.64,69.97,34.31,47.95
19/01/2006,39.35,69.31,34.14,47.61
20/01/2006,39.32,69.06,34.03,47.49
23/01/2006,39.06,69.51,34.04,47.79
24/01/2006,39.18,69.95,34.19,48.15
25/01/2006,39.28,70.06,34.16,48.20
26/01/2006,38.89,69.45,33.66,47.67
27/01/2006,38.96,69.35,33.52,47.56
30/01/2006,39.05,69.07,33.30,47.25
31/01/2006,39.06,69.09,33.23,47.24
01/02/2006,38.95,69.29,33.23,47.33
02/02/2006,39.38,69.88,33.30,47.51
03/02/2006,39.29,69.90,33.19,47.51
06/02/2006,39.30,69.22,33.13,47.26
07/02/2006,39.62,69.26,33.33,47.43
08/02/2006,39.64,69.16,33.60,47.47
09/02/2006,39.59,69.03,33.40,47.41
10/02/2006,39.44,68.81,33.35,47.25
14/02/2006,39.25,68.35,33.42,46.72
15/02/2006,39.30,68.22,33.41,46.85
16/02/2006,39.33,68.42,33.38,46.74
17/02/2006,39.28,68.21,33.28,46.69
20/02/2006,39.23,68.41,33.22,46.90
21/02/2006,39.36,68.59,33.22,46.94
22/02/2006,39.43,68.83,33.27,47.00
23/02/2006,39.44,68.76,33.43,46.96
24/02/2006,39.31,68.88,33.70,46.88
27/02/2006,39.30,68.52,33.85,46.60
28/02/2006,39.27,68.30,33.77,46.53
01/03/2006,39.04,68.50,33.71,46.60
02/03/2006,38.84,67.96,33.44,46.31
03/03/2006,38.60,67.60,33.16,46.40
06/03/2006,38.75,68.16,33.20,46.78
07/03/2006,38.79,67.76,32.98,46.50
08/03/2006,39.05,67.81,33.22,46.44
09/03/2006,39.14,67.96,33.24,46.69
10/03/2006,39.10,67.88,33.03,46.54
13/03/2006,39.05,67.44,32.85,46.63
14/03/2006,39.10,67.82,32.98,46.78
15/03/2006,39.19,68.44,33.35,47.11
16/03/2006,39.06,68.24,33.22,47.10
17/03/2006,39.00,68.47,33.42,47.47
20/03/2006,38.75,68.00,33.34,47.17
21/03/2006,38.73,67.91,33.26,47.03
22/03/2006,38.89,67.94,33.16,47.02
23/03/2006,38.94,67.92,33.31,46.96
24/03/2006,39.10,67.85,33.16,46.82
27/03/2006,38.89,67.85,33.29,46.80
28/03/2006,38.84,67.86,33.26,46.66
29/03/2006,38.96,67.90,33.06,46.76
30/03/2006,38.84,67.51,33.00,46.81
31/03/2006,38.80,67.69,33.04,47.17
03/04/2006,38.86,67.34,32.88,46.94
04/04/2006,38.68,67.29,32.85,46.97
05/04/2006,38.28,67.22,32.68,46.94
07/04/2006,38.19,66.87,32.43,46.60
10/04/2006,38.03,66.34,32.21,46.06
11/04/2006,37.95,66.13,32.04,45.94
12/04/2006,37.99,66.51,32.17,46.18
17/04/2006,37.89,66.65,32.06,46.17
18/04/2006,37.90,67.12,32.15,46.46
20/04/2006,37.72,67.47,32.09,46.59
21/04/2006,37.78,67.23,32.13,46.51
24/04/2006,37.62,67.24,32.53,46.52
25/04/2006,37.52,67.01,32.77,46.44
26/04/2006,37.66,67.31,32.76,46.79
27/04/2006,37.57,67.07,32.75,46.80
28/04/2006,37.47,67.49,32.78,46.96
02/05/2006,37.56,68.50,33.03,47.26
03/05/2006,37.50,69.02,33.13,47.39
04/05/2006,37.76,69.44,33.18,47.67
08/05/2006,37.51,69.79,33.57,47.75
09/05/2006,37.62,69.84,33.71,47.76
10/05/2006,37.58,70.15,33.85,47.98
11/05/2006,37.74,70.07,33.93,48.05
15/05/2006,37.92,71.73,34.57,48.98
16/05/2006,38.22,71.89,34.64,48.97
17/05/2006,37.84,71.49,34.57,48.67
18/05/2006,38.14,71.89,34.46,48.67
19/05/2006,38.05,71.85,34.27,48.77
22/05/2006,38.29,71.64,34.12,48.78
23/05/2006,38.25,72.12,34.30,49.19
24/05/2006,38.44,72.22,34.26,49.19
25/05/2006,38.30,71.61,33.97,48.89
26/05/2006,38.17,71.45,34.09,48.82
29/05/2006,38.19,71.04,34.02,48.69
30/05/2006,38.17,71.16,33.99,48.82
31/05/2006,38.09,71.72,34.03,49.04
01/06/2006,38.14,71.18,33.87,48.75
02/06/2006,38.14,71.15,33.85,48.87
05/06/2006,38.06,71.69,34.10,49.24
06/06/2006,38.12,71.37,33.93,49.18
07/06/2006,38.25,71.22,33.82,49.06
08/06/2006,38.38,71.19,33.77,49.07
09/06/2006,38.37,70.72,33.68,48.51
14/06/2006,38.45,70.62,33.42,48.30
15/06/2006,38.34,70.73,33.36,48.36
16/06/2006,38.26,70.88,33.36,48.38
19/06/2006,38.43,70.87,33.23,48.37
20/06/2006,38.35,70.62,33.26,48.23
21/06/2006,38.26,70.61,33.37,48.25
22/06/2006,38.26,70.58,33.32,48.44
23/06/2006,38.40,70.20,33.07,48.27
26/06/2006,38.42,69.92,33.01,48.10
27/06/2006,38.37,70.02,33.08,48.36
28/06/2006,38.40,69.97,33.05,48.28
29/06/2006,38.42,69.81,32.98,48.20
30/06/2006,38.19,69.96,33.24,48.50
03/07/2006,38.04,70.17,33.21,48.60
04/07/2006,37.84,69.79,33.04,48.46
05/07/2006,37.96,69.98,33.03,48.51
06/07/2006,38.20,70.11,33.07,48.63
07/07/2006,38.03,69.88,33.04,48.59
10/07/2006,37.80,69.89,33.20,48.36
12/07/2006,37.80,69.75,33.06,48.25
13/07/2006,37.89,69.57,32.87,48.18
14/07/2006,37.99,69.91,32.82,48.15
17/07/2006,38.08,69.88,32.73,48.06
18/07/2006,38.11,69.37,32.59,47.74
19/07/2006,38.14,69.62,32.51,47.64
20/07/2006,37.99,70.07,32.55,47.89
21/07/2006,37.97,70.25,32.52,48.03
24/07/2006,37.97,70.37,32.56,48.03
25/07/2006,37.94,70.09,32.50,47.91
26/07/2006,37.96,69.90,32.43,47.75
27/07/2006,37.82,70.15,32.54,48.12
28/07/2006,37.80,70.19,32.66,47.96
31/07/2006,37.81,70.44,32.99,48.23
01/08/2006,37.85,70.63,33.02,48.25
02/08/2006,37.81,70.96,33.04,48.47
03/08/2006,37.88,71.05,33.01,48.32
04/08/2006,37.83,71.41,32.86,48.43
07/08/2006,37.67,71.83,32.93,48.52
08/08/2006,37.69,71.80,32.76,48.34
09/08/2006,37.59,71.46,32.54,48.11
10/08/2006,37.49,71.45,32.57,48.28
11/08/2006,37.32,70.68,32.31,47.69
15/08/2006,37.35,70.56,32.05,47.52
16/08/2006,37.36,70.74,32.19,47.77
17/08/2006,37.49,71.12,32.42,48.19
18/08/2006,37.59,70.86,32.42,48.23
21/08/2006,37.43,70.62,32.37,48.18
22/08/2006,37.53,70.99,32.32,48.30
23/08/2006,37.56,70.93,32.28,48.09
24/08/2006,37.61,71.12,32.31,48.05
25/08/2006,37.65,71.04,32.24,48.07
28/08/2006,37.68,71.22,32.17,48.17
29/08/2006,37.56,71.27,32.14,48.14
30/08/2006,37.49,71.23,32.11,48.13
31/08/2006,37.54,71.52,32.04,48.18
01/09/2006,37.50,71.40,31.99,48.04
04/09/2006,37.34,71.20,32.02,48.01
05/09/2006,37.30,71.00,32.20,47.90
06/09/2006,37.33,70.72,32.10,47.84
07/09/2006,37.33,70.38,32.00,47.85
08/09/2006,37.34,69.95,32.09,47.51
11/09/2006,37.40,69.76,32.00,47.39
12/09/2006,37.42,69.91,31.82,47.59
13/09/2006,37.38,70.00,31.72,47.40
14/09/2006,37.30,70.04,31.75,47.36
15/09/2006,37.27,70.29,31.68,47.40
18/09/2006,37.26,70.04,31.60,47.14
19/09/2006,37.27,70.10,31.61,47.36
21/09/2006,37.51,70.96,32.02,47.71
22/09/2006,37.44,71.24,32.18,47.91
25/09/2006,37.36,71.07,32.09,47.79
26/09/2006,37.45,71.19,32.18,47.74
27/09/2006,37.47,70.97,32.03,47.56
28/09/2006,37.49,70.82,31.93,47.70
29/09/2006,37.49,70.29,31.84,47.60
02/10/2006,37.55,70.23,31.75,47.58
03/10/2006,37.54,70.83,31.91,47.85
04/10/2006,37.53,70.77,31.80,47.74
05/10/2006,37.54,70.79,31.90,47.69
06/10/2006,37.56,70.49,31.84,47.64
09/10/2006,37.52,70.18,31.55,47.26
10/10/2006,37.48,69.92,31.46,47.18
11/10/2006,37.42,69.41,31.29,46.93
12/10/2006,37.47,69.55,31.33,46.95
13/10/2006,37.42,69.65,31.39,47.04
16/10/2006,37.40,69.37,31.26,46.74
17/10/2006,37.37,69.59,31.40,46.85
18/10/2006,37.30,69.79,31.44,46.79
19/10/2006,37.33,69.74,31.41,46.82
20/10/2006,37.22,69.90,31.46,47.01
24/10/2006,37.21,69.65,31.19,46.68
25/10/2006,37.10,69.54,31.13,46.63
26/10/2006,36.97,69.54,31.11,46.69
27/10/2006,36.86,69.69,31.11,46.82
30/10/2006,36.71,69.64,31.28,46.71
31/10/2006,36.74,69.80,31.25,46.70
01/11/2006,36.60,69.79,31.30,46.70
02/11/2006,36.65,69.88,31.26,46.72
03/11/2006,36.65,69.92,31.29,46.82
06/11/2006,36.69,69.73,31.08,46.63
07/11/2006,36.62,69.63,31.03,46.67
08/11/2006,36.62,69.81,31.14,46.80
09/11/2006,36.68,69.85,31.11,46.81
10/11/2006,36.60,69.86,31.12,47.03
13/11/2006,36.48,69.83,31.12,46.95
14/11/2006,36.38,69.23,30.91,46.62
15/11/2006,36.48,69.16,31.00,46.74
16/11/2006,36.49,68.96,30.96,46.81
17/11/2006,36.56,69.01,30.92,46.76
20/11/2006,36.57,69.28,31.04,46.93
21/11/2006,36.56,69.38,30.98,46.88
22/11/2006,36.54,69.46,31.04,46.96
23/11/2006,36.51,69.88,31.29,47.24
24/11/2006,36.50,70.02,31.37,47.37
27/11/2006,36.41,70.57,31.43,47.81
28/11/2006,36.37,70.54,31.36,47.79
29/11/2006,36.09,70.48,31.19,47.64
30/11/2006,36.00,70.14,30.96,47.39
01/12/2006,35.78,70.41,30.93,47.42
04/12/2006,35.86,70.96,31.05,47.78
06/12/2006,35.60,70.25,31.01,47.42
07/12/2006,35.59,70.01,30.93,47.31
08/12/2006,35.52,69.71,30.83,47.18
12/12/2006,35.31,69.24,30.23,46.81
13/12/2006,35.24,69.43,30.14,46.79
14/12/2006,35.21,69.26,29.98,46.53
15/12/2006,35.18,68.99,29.84,46.25
18/12/2006,35.15,68.71,29.80,46.04
19/12/2006,35.72,69.67,30.30,46.83
20/12/2006,35.66,70.31,30.19,47.16
21/12/2006,36.33,71.42,30.69,47.89
22/12/2006,36.44,71.51,30.79,48.03
25/12/2006,36.36,71.17,30.61,47.69
26/12/2006,36.34,71.20,30.55,47.73
27/12/2006,36.29,71.01,30.52,47.63
28/12/2006,36.21,70.86,30.49,47.51
29/12/2006,36.05,70.74,30.30,47.40
03/01/2007,36.05,71.15,30.36,47.87
04/01/2007,35.93,70.08,30.11,47.30
05/01/2007,35.92,69.71,30.32,46.99
08/01/2007,35.94,69.35,30.38,46.74
09/01/2007,35.87,69.67,30.17,46.77
10/01/2007,36.02,69.76,30.18,46.72
11/01/2007,36.00,69.60,30.09,46.63
12/01/2007,36.01,70.03,29.87,46.44
15/01/2007,36.01,70.51,29.95,46.54
16/01/2007,35.97,70.64,29.86,46.52
17/01/2007,35.98,70.56,29.79,46.49
18/01/2007,36.00,70.99,29.83,46.63
19/01/2007,35.98,71.05,29.66,46.68
22/01/2007,35.98,71.05,29.66,46.66
23/01/2007,35.96,71.15,29.56,46.56
24/01/2007,35.89,71.07,29.53,46.73
25/01/2007,35.82,70.50,29.70,46.45
26/01/2007,35.81,70.37,29.48,46.31
29/01/2007,35.80,70.12,29.41,46.20
30/01/2007,35.77,70.22,29.40,46.34
31/01/2007,35.76,70.15,29.43,46.34
01/02/2007,35.79,70.32,29.66,46.65
02/02/2007,35.82,70.45,29.66,46.63
05/02/2007,35.79,70.34,29.62,46.35
06/02/2007,35.77,70.14,29.76,46.25
07/02/2007,35.75,70.41,29.75,46.39
08/02/2007,35.73,70.38,29.58,46.50
09/02/2007,35.72,69.93,29.45,46.56
12/02/2007,35.73,69.77,29.31,46.50
13/02/2007,35.73,69.60,29.39,46.32
14/02/2007,35.73,69.57,29.49,46.58
15/02/2007,35.73,70.14,29.76,46.93
16/02/2007,35.68,69.65,29.88,46.86
19/02/2007,35.66,69.64,29.86,46.90
20/02/2007,35.62,69.52,29.75,46.88
21/02/2007,35.65,69.73,29.65,46.87
22/02/2007,35.69,69.70,29.50,46.89
23/02/2007,35.69,69.82,29.39,46.85
26/02/2007,35.61,69.92,29.47,46.96
27/02/2007,35.54,69.78,29.54,46.86
28/02/2007,35.39,69.45,29.87,46.79
01/03/2007,35.43,69.56,29.88,46.87
02/03/2007,35.35,69.18,30.06,46.57
06/03/2007,35.23,67.79,30.31,46.14
07/03/2007,35.19,67.95,30.22,46.18
08/03/2007,35.14,67.85,30.25,46.27
09/03/2007,35.16,67.89,29.97,46.23
12/03/2007,35.18,68.06,29.76,46.17
13/03/2007,35.12,67.80,29.88,46.30
14/03/2007,35.04,67.58,30.17,46.23
15/03/2007,34.97,67.70,29.84,46.25
16/03/2007,34.90,67.65,29.85,46.40
19/03/2007,34.82,67.62,29.74,46.36
20/03/2007,34.80,67.69,29.54,46.27
21/03/2007,34.76,68.19,29.63,46.29
22/03/2007,34.66,68.22,29.50,46.40
23/03/2007,34.80,68.36,29.49,46.39
26/03/2007,34.93,68.48,29.62,46.36
27/03/2007,35.01,68.91,29.63,46.67
28/03/2007,34.90,68.59,29.71,46.59
29/03/2007,34.96,68.66,29.88,46.55
30/03/2007,34.97,68.60,29.68,46.61
02/04/2007,34.95,68.77,29.67,46.63
03/04/2007,34.94,69.14,29.65,46.70
04/04/2007,34.93,68.95,29.43,46.58
05/04/2007,34.89,68.94,29.43,46.64
09/04/2007,34.88,68.53,29.25,46.60
10/04/2007,34.87,68.58,29.33,46.70
11/04/2007,34.93,68.99,29.36,46.86
12/04/2007,34.93,68.98,29.29,46.95
17/04/2007,34.85,69.37,29.21,47.11
18/04/2007,34.74,69.77,29.29,47.17
19/04/2007,34.71,69.60,29.40,47.13
20/04/2007,34.73,69.58,29.27,47.27
23/04/2007,34.77,69.65,29.31,47.23
24/04/2007,34.78,69.54,29.41,47.16
25/04/2007,34.75,69.60,29.38,47.33
26/04/2007,34.75,69.61,29.30,47.39
27/04/2007,34.79,69.26,29.12,47.27
30/04/2007,34.74,69.30,29.10,47.31
02/05/2007,34.73,69.34,28.97,47.16
03/05/2007,34.72,69.12,28.89,47.21
04/05/2007,34.71,68.96,28.84,47.04
08/05/2007,34.67,69.14,28.91,47.16
09/05/2007,34.60,68.84,28.89,46.85
10/05/2007,34.53,68.84,28.76,46.73
11/05/2007,34.51,68.33,28.79,46.50
14/05/2007,34.47,68.36,28.68,46.66
15/05/2007,34.45,68.18,28.62,46.65
16/05/2007,34.50,68.51,28.70,46.91
17/05/2007,34.55,68.33,28.60,46.74
18/05/2007,34.59,68.31,28.52,46.68
21/05/2007,34.54,68.18,28.49,46.69
22/05/2007,34.57,68.15,28.46,46.53
23/05/2007,34.53,68.16,28.38,46.44
24/05/2007,34.55,68.59,28.42,46.49
25/05/2007,34.54,68.55,28.53,46.36
28/05/2007,34.55,68.57,28.40,46.48
29/05/2007,34.56,68.56,28.44,46.47
30/05/2007,34.60,68.53,28.48,46.52
01/06/2007,34.56,68.42,28.37,46.50
04/06/2007,34.49,68.39,28.27,46.39
05/06/2007,34.45,68.62,28.30,46.50
06/06/2007,34.44,68.66,28.38,46.56
07/06/2007,34.57,68.88,28.55,46.67
08/06/2007,34.55,68.29,28.52,46.36
11/06/2007,34.58,68.03,28.43,46.17
12/06/2007,34.58,68.19,28.42,46.19
13/06/2007,34.57,68.24,28.38,45.97
14/06/2007,34.60,68.24,28.20,46.05
15/06/2007,34.60,68.14,28.12,46.07
18/06/2007,34.57,68.38,27.99,46.29
19/06/2007,34.54,68.52,27.94,46.35
20/06/2007,34.55,68.67,28.01,46.39
21/06/2007,34.56,68.84,27.96,46.28
22/06/2007,34.56,68.87,27.89,46.29
25/06/2007,34.54,69.07,27.89,46.51
26/06/2007,34.51,68.97,27.97,46.45
27/06/2007,34.49,68.89,28.05,46.37
28/06/2007,34.49,68.97,28.06,46.42
29/06/2007,34.50,69.08,27.99,46.37
02/07/2007,34.46,69.22,27.99,46.64
03/07/2007,34.34,69.27,28.07,46.78
04/07/2007,34.17,68.94,27.92,46.52
05/07/2007,34.05,68.65,27.74,46.36
06/07/2007,33.97,68.33,27.63,46.18
09/07/2007,33.91,68.20,27.45,46.19
10/07/2007,33.53,67.60,27.21,45.68
11/07/2007,33.26,67.42,27.36,45.72
12/07/2007,33.29,67.65,27.23,45.80
13/07/2007,33.22,67.40,27.13,45.78
16/07/2007,33.25,67.64,27.24,45.82
17/07/2007,33.28,67.77,27.29,45.86
18/07/2007,33.38,68.43,27.39,46.10
19/07/2007,33.46,68.66,27.44,46.17
20/07/2007,33.53,68.70,27.43,46.27
23/07/2007,33.63,69.20,27.79,46.52
24/07/2007,33.61,69.35,27.87,46.47
25/07/2007,33.61,69.17,28.01,46.40
26/07/2007,33.66,69.06,27.92,46.17
27/07/2007,33.67,68.84,28.30,46.22
31/07/2007,33.76,68.56,28.37,46.28
01/08/2007,33.76,68.44,28.51,46.12
02/08/2007,33.77,68.55,28.43,46.12
03/08/2007,33.79,68.80,28.34,46.31
06/08/2007,33.80,69.03,28.75,46.70
07/08/2007,33.82,68.71,28.50,46.70
08/08/2007,33.88,68.52,28.49,46.61
09/08/2007,33.93,69.06,28.38,46.80
10/08/2007,34.00,68.71,28.82,46.46
14/08/2007,34.04,68.43,28.86,46.32
15/08/2007,34.09,67.94,29.07,46.08
16/08/2007,34.29,68.05,29.49,46.00
17/08/2007,34.58,68.37,30.62,46.40
20/08/2007,34.34,68.03,29.95,46.34
21/08/2007,34.38,68.21,29.97,46.32
22/08/2007,34.50,68.40,30.14,46.46
23/08/2007,34.35,68.55,29.63,46.56
24/08/2007,34.33,68.79,29.55,46.57
27/08/2007,34.31,69.19,29.48,46.90
28/08/2007,34.34,68.96,29.69,46.83
29/08/2007,34.31,68.63,30.05,46.60
30/08/2007,34.26,69.04,29.63,46.78
31/08/2007,34.29,69.10,29.54,46.86
03/09/2007,34.24,69.03,29.56,46.69
04/09/2007,34.25,69.10,29.57,46.62
05/09/2007,34.26,68.97,29.52,46.62
06/09/2007,34.26,69.21,29.73,46.75
07/09/2007,34.24,69.16,29.70,46.83
10/09/2007,34.16,69.32,30.23,47.07
11/09/2007,34.18,69.27,30.11,47.13
12/09/2007,34.21,69.48,29.98,47.35
13/09/2007,34.20,69.36,29.92,47.54
14/09/2007,34.21,69.06,29.74,47.47
17/09/2007,34.23,68.67,29.70,47.48
18/09/2007,34.22,68.13,29.78,47.44
19/09/2007,34.20,68.81,29.51,47.79
20/09/2007,34.20,68.49,29.54,47.86
21/09/2007,34.20,68.78,29.75,48.15
24/09/2007,34.18,69.22,29.70,48.22
25/09/2007,34.16,68.80,29.78,48.10
26/09/2007,34.19,68.96,29.78,48.34
27/09/2007,34.21,68.98,29.62,48.35
28/09/2007,34.21,69.32,29.72,48.47
01/10/2007,34.21,69.96,29.76,48.79
02/10/2007,34.21,69.84,29.61,48.65
03/10/2007,34.20,69.84,29.55,48.47
04/10/2007,34.20,69.51,29.33,48.24
05/10/2007,34.19,69.71,29.37,48.33
08/10/2007,34.18,69.75,29.18,48.30
09/10/2007,34.17,69.53,29.16,47.98
10/10/2007,34.16,69.67,29.14,48.19
11/10/2007,34.14,69.60,29.14,48.33
12/10/2007,34.13,69.30,29.08,48.42
15/10/2007,34.10,69.36,28.99,48.33
16/10/2007,34.11,69.62,29.12,48.43
17/10/2007,34.12,69.31,29.26,48.35
18/10/2007,34.12,69.64,29.30,48.54
19/10/2007,34.12,69.77,29.63,48.74
22/10/2007,34.11,69.90,29.95,48.84
24/10/2007,34.11,69.87,29.77,48.60
25/10/2007,34.09,69.80,29.89,48.62
26/10/2007,34.09,69.98,29.84,48.88
29/10/2007,34.05,69.97,29.83,49.07
