,usdthb,ukpthb,jpythb,eurthb
20/05/2008,32.11,62.70,30.84,49.91
21/05/2008,31.85,62.67,30.82,49.93
22/05/2008,31.83,62.80,30.93,50.25
23/05/2008,32.00,63.33,30.75,50.33
26/05/2008,32.10,63.61,31.09,50.63
27/05/2008,32.25,63.89,31.19,50.92
28/05/2008,32.19,63.60,30.93,50.53
29/05/2008,32.37,64.04,30.87,50.63
30/05/2008,32.40,64.01,30.69,50.26
02/06/2008,32.44,63.95,30.81,50.41
03/06/2008,32.60,64.03,31.21,50.65
04/06/2008,32.61,63.97,31.02,50.38
05/06/2008,32.80,64.01,31.09,50.56
06/06/2008,32.95,64.52,31.06,51.39
09/06/2008,33.26,65.51,31.62,52.52
10/06/2008,32.98,64.96,30.92,51.40
11/06/2008,33.07,64.63,30.78,51.20
12/06/2008,33.10,64.83,30.88,51.28
13/06/2008,33.11,64.49,30.71,51.13
16/06/2008,33.22,64.83,30.67,51.14
17/06/2008,33.21,65.27,30.77,51.52
18/06/2008,33.11,64.70,30.66,51.33
19/06/2008,33.33,65.32,30.95,51.87
20/06/2008,33.44,65.94,31.00,51.92
23/06/2008,33.36,65.82,31.08,52.04
24/06/2008,33.48,65.80,31.01,51.99
25/06/2008,33.51,66.02,31.09,52.18
26/06/2008,33.52,66.17,31.05,52.53
27/06/2008,33.54,66.64,31.39,52.80
30/06/2008,33.48,66.77,31.53,52.87
02/07/2008,33.36,66.54,31.48,52.76
03/07/2008,33.32,66.36,31.44,52.91
04/07/2008,33.38,66.22,31.29,52.44
07/07/2008,33.55,66.33,31.31,52.49
08/07/2008,33.62,66.41,31.42,52.82
09/07/2008,33.67,66.33,31.35,52.78
10/07/2008,33.61,66.55,31.45,52.85
11/07/2008,33.65,66.58,31.44,53.13
14/07/2008,33.59,66.67,31.53,53.38
15/07/2008,33.46,66.90,31.62,53.32
16/07/2008,33.43,67.01,31.95,53.19
18/07/2008,33.36,66.62,31.39,52.86
21/07/2008,33.26,66.35,31.16,52.77
22/07/2008,33.32,66.72,31.32,53.07
23/07/2008,33.32,66.39,31.02,52.59
24/07/2008,33.39,66.64,30.97,52.37
25/07/2008,33.40,66.38,31.19,52.40
28/07/2008,33.40,66.45,30.95,52.46
29/07/2008,33.44,66.68,31.14,52.64
30/07/2008,33.45,66.27,30.97,52.14
31/07/2008,33.48,66.30,31.00,52.18
01/08/2008,33.48,66.36,31.08,52.13
04/08/2008,33.49,66.14,31.13,52.19
05/08/2008,33.55,65.75,31.04,52.13
06/08/2008,33.58,65.69,30.99,51.99
07/08/2008,33.59,65.48,30.70,51.88
08/08/2008,33.63,65.03,30.68,51.17
11/08/2008,33.69,64.67,30.66,50.50
13/08/2008,33.63,63.79,30.92,50.20
14/08/2008,33.64,62.81,30.75,50.10
15/08/2008,33.74,62.86,30.64,49.81
18/08/2008,33.79,63.14,30.66,49.79
19/08/2008,33.91,63.11,30.85,49.76
20/08/2008,34.06,63.51,31.00,50.28
21/08/2008,34.00,63.44,31.11,50.27
22/08/2008,33.86,63.42,31.13,50.37
25/08/2008,34.05,62.80,30.92,50.18
26/08/2008,34.18,63.08,31.21,50.23
27/08/2008,34.08,62.85,31.21,50.11
28/08/2008,34.01,62.44,31.11,50.25
29/08/2008,34.12,62.46,31.26,50.26
01/09/2008,34.23,61.78,31.58,50.11
02/09/2008,34.42,61.66,31.80,50.15
03/09/2008,34.38,61.09,31.60,49.74
04/09/2008,34.37,61.05,31.77,49.84
05/09/2008,34.52,60.71,32.32,49.27
08/09/2008,34.36,61.50,31.68,49.43
09/09/2008,34.55,60.68,32.10,48.73
10/09/2008,34.55,60.90,32.24,48.84
11/09/2008,34.66,60.69,32.28,48.38
12/09/2008,34.69,61.09,32.34,48.65
15/09/2008,34.51,62.24,32.63,49.53
16/09/2008,34.33,61.63,32.94,48.90
17/09/2008,34.16,61.04,32.21,48.47
18/09/2008,34.14,62.11,32.64,49.04
19/09/2008,34.10,61.52,31.96,48.51
22/09/2008,33.89,62.12,31.82,49.16
23/09/2008,33.70,62.51,31.98,49.79
24/09/2008,33.85,62.79,32.04,49.69
25/09/2008,33.98,63.11,32.11,49.99
26/09/2008,33.91,62.43,32.05,49.66
29/09/2008,33.99,61.98,31.91,49.16
30/09/2008,34.00,61.35,32.67,48.90
01/10/2008,33.88,60.41,31.95,47.83
02/10/2008,33.99,60.12,32.12,47.44
03/10/2008,34.13,60.35,32.46,47.24
06/10/2008,34.31,60.46,32.99,46.74
07/10/2008,34.45,60.21,33.72,46.64
08/10/2008,34.49,60.41,34.24,46.91
09/10/2008,34.36,59.28,34.23,46.92
10/10/2008,34.35,58.33,34.69,46.64
13/10/2008,34.23,58.50,34.15,46.46
14/10/2008,34.05,59.53,33.21,46.51
15/10/2008,34.06,59.37,33.59,46.25
16/10/2008,34.21,59.11,34.17,46.03
17/10/2008,34.21,59.27,33.71,46.06
20/10/2008,34.20,59.41,33.58,46.08
21/10/2008,34.28,58.81,33.73,45.61
22/10/2008,34.42,56.76,34.42,44.59
24/10/2008,34.64,55.20,36.29,44.17
27/10/2008,34.67,54.36,37.07,43.48
28/10/2008,34.86,54.15,37.16,43.34
29/10/2008,34.82,55.87,35.89,44.32
30/10/2008,34.74,57.50,35.28,45.73
31/10/2008,34.93,57.02,35.56,44.74
03/11/2008,34.93,56.72,35.27,44.83
04/11/2008,34.94,54.99,35.36,44.03
05/11/2008,34.86,55.36,35.04,44.97
06/11/2008,34.99,55.46,35.68,45.08
07/11/2008,34.98,54.67,36.00,44.50
10/11/2008,34.88,55.20,35.23,44.87
11/11/2008,34.89,54.49,35.67,44.37
12/11/2008,34.92,53.89,35.76,43.89
13/11/2008,34.97,52.18,36.56,43.61
14/11/2008,34.93,51.79,35.96,44.51
17/11/2008,34.95,51.53,36.08,43.98
18/11/2008,34.96,52.41,36.21,44.12
19/11/2008,34.97,52.25,36.21,44.13
20/11/2008,35.07,52.46,36.69,43.88
21/11/2008,35.18,52.03,37.25,43.90
24/11/2008,35.24,52.50,37.03,44.45
25/11/2008,35.18,53.22,36.44,45.29
26/11/2008,35.26,54.28,37.11,45.86
27/11/2008,35.28,54.26,37.04,45.56
28/11/2008,35.38,54.44,37.08,45.65
01/12/2008,35.61,54.51,37.41,45.10
02/12/2008,35.68,53.21,38.18,45.05
03/12/2008,35.45,52.75,38.05,45.01
04/12/2008,35.59,52.46,38.22,45.16
08/12/2008,35.57,52.62,38.33,45.51
09/12/2008,35.38,52.54,38.17,45.60
11/12/2008,35.21,52.38,38.09,46.00
12/12/2008,34.99,52.55,38.64,46.64
15/12/2008,34.87,52.35,38.36,46.92
16/12/2008,34.78,53.19,38.45,47.66
17/12/2008,34.53,53.89,38.86,48.61
18/12/2008,34.39,53.30,39.17,49.67
19/12/2008,34.48,52.08,38.67,49.13
22/12/2008,34.49,51.53,38.40,48.32
23/12/2008,34.54,51.22,38.29,48.29
24/12/2008,34.58,51.05,38.23,48.28
25/12/2008,34.65,51.06,38.30,48.49
26/12/2008,34.89,51.45,38.52,48.93
29/12/2008,34.99,51.46,38.64,49.58
30/12/2008,34.90,50.65,38.59,49.20
05/01/2009,34.76,50.38,37.73,48.23
06/01/2009,35.00,51.28,37.55,47.46
07/01/2009,34.92,52.03,37.24,47.16
08/01/2009,34.86,52.51,37.68,47.41
09/01/2009,34.79,52.84,38.16,47.54
12/01/2009,34.89,52.59,38.73,46.78
13/01/2009,34.92,51.53,39.09,46.47
14/01/2009,34.83,50.80,38.91,46.18
15/01/2009,34.87,50.89,39.15,45.94
16/01/2009,34.80,51.39,38.60,45.95
19/01/2009,34.85,51.64,38.38,46.46
20/01/2009,34.93,49.78,38.64,45.44
21/01/2009,34.89,48.53,38.81,45.09
22/01/2009,34.87,48.48,39.16,45.32
23/01/2009,34.86,48.06,39.28,45.14
26/01/2009,34.84,47.46,39.18,44.94
27/01/2009,34.86,48.86,38.98,46.01
28/01/2009,34.85,49.48,39.12,46.09
29/01/2009,34.86,49.38,38.65,45.69
30/01/2009,34.88,49.62,38.96,45.02
02/02/2009,34.93,50.16,38.96,44.48
03/02/2009,34.91,49.66,38.98,44.87
04/02/2009,34.90,50.24,39.04,45.37
05/02/2009,34.88,50.34,39.02,44.77
06/02/2009,34.94,51.12,38.41,44.67
10/02/2009,34.96,51.83,38.28,45.01
11/02/2009,34.98,50.62,38.74,45.11
12/02/2009,35.10,50.40,38.95,45.27
13/02/2009,35.10,50.35,38.59,45.26
16/02/2009,35.12,49.98,38.30,44.85
17/02/2009,35.20,50.00,38.19,44.59
18/02/2009,35.27,50.22,38.21,44.43
19/02/2009,35.41,50.56,37.84,44.57
20/02/2009,35.65,50.74,37.89,45.01
23/02/2009,35.56,51.52,38.18,45.82
24/02/2009,35.70,51.87,37.65,45.40
25/02/2009,35.71,51.89,36.91,45.88
26/02/2009,35.88,51.15,36.70,45.70
27/02/2009,36.00,51.39,36.85,45.79
02/03/2009,36.16,51.48,37.11,45.53
03/03/2009,36.15,50.86,37.11,45.58
04/03/2009,36.12,50.66,36.68,45.16
05/03/2009,36.06,51.03,36.32,45.47
06/03/2009,36.11,51.23,36.85,45.51
09/03/2009,35.99,50.78,36.61,45.62
10/03/2009,36.02,49.81,36.45,45.62
11/03/2009,35.92,49.37,36.46,45.56
12/03/2009,35.91,49.78,37.19,46.05
13/03/2009,35.90,50.03,36.68,46.36
16/03/2009,35.85,50.30,36.48,46.31
17/03/2009,35.78,50.44,36.36,46.51
18/03/2009,35.74,50.14,36.29,46.55
19/03/2009,35.59,50.66,37.07,47.90
20/03/2009,35.34,51.21,37.32,48.25
23/03/2009,35.24,51.20,36.65,48.16
24/03/2009,35.26,51.73,36.02,48.13
25/03/2009,35.45,51.97,36.27,47.74
26/03/2009,35.37,51.62,36.18,48.07
27/03/2009,35.25,50.93,35.83,47.75
30/03/2009,35.46,50.46,36.35,46.95
31/03/2009,35.48,50.73,36.19,46.96
01/04/2009,35.46,50.78,35.87,46.85
02/04/2009,35.43,51.43,35.88,47.03
03/04/2009,35.26,51.88,35.35,47.40
07/04/2009,35.34,51.90,35.14,47.20
08/04/2009,35.49,52.13,35.45,46.85
09/04/2009,35.37,52.01,35.42,46.92
10/04/2009,35.39,51.81,35.25,46.44
16/04/2009,35.32,52.98,35.60,46.70
17/04/2009,35.36,52.56,35.52,46.41
20/04/2009,35.49,52.20,35.87,46.10
21/04/2009,35.58,51.72,36.24,46.02
22/04/2009,35.53,51.99,36.13,45.93
23/04/2009,35.51,51.48,36.27,46.20
24/04/2009,35.38,51.84,36.33,46.56
27/04/2009,35.39,51.67,36.54,46.64
28/04/2009,35.44,51.70,36.82,46.14
29/04/2009,35.34,51.90,36.48,46.55
30/04/2009,35.27,52.24,36.13,46.94
04/05/2009,35.15,52.51,35.36,46.82
06/05/2009,35.14,52.81,35.73,46.68
07/05/2009,34.98,52.91,35.46,46.52
11/05/2009,34.66,52.76,35.25,47.27
12/05/2009,34.55,52.29,35.49,47.00
13/05/2009,34.44,52.64,35.82,47.13
14/05/2009,34.51,52.23,36.13,46.84
15/05/2009,34.48,52.47,36.04,46.96
18/05/2009,34.53,52.32,36.38,46.44
19/05/2009,34.41,52.79,35.71,46.67
20/05/2009,34.40,53.27,35.92,46.85
21/05/2009,34.34,54.00,36.35,47.33
22/05/2009,34.29,54.37,36.40,47.79
25/05/2009,34.31,54.50,36.24,48.04
26/05/2009,34.38,54.55,36.28,48.00
27/05/2009,34.37,54.90,36.08,48.03
28/05/2009,34.40,54.83,35.77,47.61
29/05/2009,34.33,54.86,35.60,48.01
01/06/2009,34.10,55.40,35.94,48.29
02/06/2009,34.07,55.93,35.37,48.21
03/06/2009,33.99,56.34,35.47,48.55
04/06/2009,34.07,55.59,35.42,48.34
05/06/2009,34.10,54.92,35.26,48.43
08/06/2009,34.29,54.61,34.82,47.86
09/06/2009,34.22,55.01,34.82,47.60
10/06/2009,34.05,55.62,34.94,47.95
11/06/2009,34.03,55.77,34.73,47.72
12/06/2009,34.03,56.30,34.78,47.97
15/06/2009,34.12,55.90,34.71,47.60
16/06/2009,34.13,55.62,35.26,47.15
17/06/2009,34.11,55.88,35.36,47.27
18/06/2009,34.09,55.83,35.59,47.57
19/06/2009,34.10,55.77,35.26,47.45
22/06/2009,34.09,56.12,35.50,47.38
23/06/2009,34.14,55.63,35.83,47.34
24/06/2009,34.08,56.15,35.74,48.03
25/06/2009,34.09,55.98,35.46,47.58
26/06/2009,34.03,55.92,35.50,47.78
29/06/2009,34.02,56.07,35.66,47.71
30/06/2009,33.98,56.53,35.45,47.98
02/07/2009,34.00,55.91,35.19,47.99
03/07/2009,34.07,55.79,35.52,47.64
08/07/2009,34.07,54.81,36.08,47.36
09/07/2009,34.03,54.80,36.52,47.35
10/07/2009,34.02,55.41,36.63,47.53
13/07/2009,34.06,55.00,36.81,47.51
14/07/2009,34.09,55.43,36.66,47.66
15/07/2009,34.05,55.66,36.42,47.68
16/07/2009,34.01,55.74,36.13,47.86
17/07/2009,34.01,55.65,36.31,47.99
20/07/2009,33.99,55.77,35.97,48.17
21/07/2009,33.96,56.02,36.15,48.25
22/07/2009,33.97,55.67,36.31,48.20
23/07/2009,33.92,55.87,36.09,48.27
24/07/2009,33.94,55.98,35.82,48.10
27/07/2009,33.93,55.81,35.79,48.27
28/07/2009,33.91,55.94,35.69,48.34
29/07/2009,33.93,55.73,35.93,48.08
30/07/2009,34.00,55.82,35.79,47.82
31/07/2009,33.99,56.17,35.64,47.97
03/08/2009,33.96,56.87,35.84,48.40
04/08/2009,33.93,57.53,35.64,48.88
05/08/2009,33.93,57.49,35.65,48.88
06/08/2009,33.93,57.68,35.68,48.91
07/08/2009,33.93,56.90,35.57,48.73
10/08/2009,33.95,56.68,34.93,48.22
11/08/2009,34.00,56.07,35.09,48.11
13/08/2009,34.01,56.19,35.40,48.41
14/08/2009,33.98,56.33,35.68,48.54
17/08/2009,34.00,55.85,35.96,48.09
18/08/2009,34.00,55.71,35.83,48.00
19/08/2009,33.98,56.09,35.96,48.01
20/08/2009,33.98,56.15,36.05,48.33
21/08/2009,33.97,55.98,36.18,48.43
24/08/2009,33.97,56.10,35.86,48.69
25/08/2009,33.97,55.70,36.08,48.54
26/08/2009,33.97,55.44,36.13,48.57
27/08/2009,33.97,55.12,36.22,48.39
28/08/2009,33.97,55.32,36.24,48.79
31/08/2009,33.97,55.21,36.64,48.55
01/09/2009,33.96,55.29,36.47,48.70
02/09/2009,33.98,54.88,36.61,48.31
03/09/2009,34.00,55.35,36.86,48.54
04/09/2009,34.01,55.52,36.71,48.49
07/09/2009,34.00,55.77,36.53,48.73
08/09/2009,33.99,55.70,36.68,48.84
09/09/2009,33.97,56.11,36.77,49.25
10/09/2009,33.96,56.17,36.86,49.44
11/09/2009,33.93,56.60,37.13,49.52
14/09/2009,33.90,56.29,37.46,49.30
15/09/2009,33.87,56.24,37.21,49.51
16/09/2009,33.76,55.65,37.19,49.57
17/09/2009,33.65,55.51,36.98,49.55
18/09/2009,33.68,55.18,36.92,49.55
21/09/2009,33.66,54.59,36.73,49.44
22/09/2009,33.63,54.68,36.71,49.54
23/09/2009,33.49,54.85,36.87,49.57
24/09/2009,33.51,54.75,36.84,49.43
25/09/2009,33.59,53.62,37.03,49.23
28/09/2009,33.54,53.07,37.60,49.02
29/09/2009,33.56,53.35,37.30,49.02
30/09/2009,33.51,53.65,37.29,48.98
01/10/2009,33.39,53.32,37.15,48.84
02/10/2009,33.47,53.26,37.41,48.65
05/10/2009,33.40,53.39,37.18,48.87
06/10/2009,33.33,53.22,37.40,49.00
07/10/2009,33.33,52.98,37.55,49.01
08/10/2009,33.28,53.27,37.66,49.09
09/10/2009,33.28,53.33,37.40,49.08
12/10/2009,33.30,52.65,36.95,48.96
13/10/2009,33.26,52.50,37.01,49.16
14/10/2009,33.27,53.06,37.25,49.49
15/10/2009,33.40,53.68,37.34,49.95
16/10/2009,33.40,54.55,36.81,49.91
19/10/2009,33.40,54.48,36.77,49.69
20/10/2009,33.31,54.62,36.86,49.89
21/10/2009,33.39,54.81,36.80,49.86
22/10/2009,33.39,55.47,36.65,50.11
26/10/2009,33.37,54.35,36.34,50.16
27/10/2009,33.39,54.54,36.27,49.71
28/10/2009,33.40,54.64,36.56,49.49
29/10/2009,33.43,54.78,36.92,49.20
30/10/2009,33.39,55.29,36.58,49.54
02/11/2009,33.40,54.88,37.11,49.25
03/11/2009,33.38,54.66,37.00,49.35
04/11/2009,33.39,54.89,37.00,49.19
05/11/2009,33.37,55.12,36.89,49.51
06/11/2009,33.34,55.31,36.78,49.59
09/11/2009,33.29,55.59,36.97,49.66
10/11/2009,33.25,55.63,36.98,49.83
11/11/2009,33.25,55.64,37.09,49.88
12/11/2009,33.24,55.15,37.02,49.87
13/11/2009,33.27,55.23,36.87,49.46
16/11/2009,33.18,55.45,37.06,49.64
17/11/2009,33.14,55.77,37.24,49.61
18/11/2009,33.14,55.69,37.13,49.34
19/11/2009,33.14,55.36,37.16,49.48
20/11/2009,33.15,55.15,37.28,49.42
23/11/2009,33.17,54.84,37.31,49.49
24/11/2009,33.18,54.98,37.36,49.59
25/11/2009,33.16,55.15,37.56,49.70
26/11/2009,33.07,55.17,37.98,49.97
27/11/2009,33.19,54.41,38.55,49.56
30/11/2009,33.16,54.89,38.30,49.90
01/12/2009,33.17,54.55,38.23,49.83
02/12/2009,33.11,54.98,38.10,49.95
03/12/2009,33.09,55.17,37.71,49.94
04/12/2009,33.08,54.77,37.51,49.84
08/12/2009,33.12,54.44,37.19,49.18
09/12/2009,33.15,53.86,37.56,48.80
11/12/2009,33.08,53.88,37.37,48.74
14/12/2009,33.09,53.74,37.29,48.47
15/12/2009,33.08,53.90,37.26,48.42
16/12/2009,33.12,53.83,36.98,48.18
17/12/2009,33.16,53.96,36.86,47.94
18/12/2009,33.18,53.68,37.06,47.67
21/12/2009,33.18,53.54,36.68,47.56
22/12/2009,33.20,53.35,36.38,47.47
23/12/2009,33.26,53.11,36.29,47.44
24/12/2009,33.30,53.20,36.39,47.78
25/12/2009,33.30,53.20,36.42,47.88
28/12/2009,33.32,53.15,36.40,47.92
29/12/2009,33.33,53.35,36.35,47.91
30/12/2009,33.32,52.95,36.18,47.73
04/01/2010,33.25,53.59,35.79,47.54
05/01/2010,33.11,53.29,35.94,47.79
06/01/2010,33.11,52.92,36.03,47.50
07/01/2010,33.07,52.93,35.78,47.64
08/01/2010,33.10,52.79,35.48,47.40
11/01/2010,33.01,53.11,35.76,47.85
12/01/2010,33.01,53.13,35.87,47.84
13/01/2010,33.00,53.35,36.24,47.79
14/01/2010,32.89,53.59,35.95,47.82
15/01/2010,32.82,53.55,36.04,47.42
18/01/2010,32.83,53.46,36.15,47.15
19/01/2010,32.76,53.78,36.16,47.18
20/01/2010,32.86,53.65,36.06,46.76
21/01/2010,32.91,53.53,35.99,46.42
22/01/2010,32.97,53.45,36.59,46.57
25/01/2010,32.97,53.14,36.61,46.67
26/01/2010,32.93,53.47,36.54,46.54
27/01/2010,33.00,53.27,36.90,46.45
28/01/2010,33.02,53.47,36.59,46.25
29/01/2010,33.10,53.40,36.84,46.13
01/02/2010,33.15,52.88,36.76,46.01
02/02/2010,33.10,52.80,36.46,46.06
03/02/2010,33.02,52.83,36.52,46.12
04/02/2010,33.05,52.53,36.36,45.86
05/02/2010,33.13,52.13,36.99,45.38
08/02/2010,33.13,51.70,37.08,45.24
09/02/2010,33.14,51.70,37.08,45.34
10/02/2010,33.10,51.95,36.86,45.61
11/02/2010,33.11,51.74,36.80,45.61
12/02/2010,33.12,51.97,36.92,45.26
15/02/2010,33.14,51.91,36.77,45.11
16/02/2010,33.14,51.98,36.84,45.16
17/02/2010,33.08,52.19,36.65,45.54
18/02/2010,33.13,51.87,36.42,44.99
19/02/2010,33.17,51.16,36.12,44.72
22/02/2010,33.09,51.21,36.11,45.11
23/02/2010,33.07,51.28,36.31,45.05
24/02/2010,33.03,51.02,36.62,44.71
25/02/2010,33.00,50.68,36.78,44.54
26/02/2010,33.03,50.43,37.01,44.84
02/03/2010,32.77,48.93,36.72,44.34
03/03/2010,32.62,49.03,36.76,44.48
04/03/2010,32.61,49.17,36.89,44.65
05/03/2010,32.60,49.01,36.52,44.28
08/03/2010,32.61,49.43,36.06,44.59
09/03/2010,32.68,49.04,36.31,44.49
10/03/2010,32.65,48.84,36.26,44.37
11/03/2010,32.60,48.80,36.07,44.48
12/03/2010,32.62,49.13,36.03,44.66
15/03/2010,32.55,49.39,35.90,44.74
16/03/2010,32.45,48.87,35.98,44.41
17/03/2010,32.32,49.22,35.76,44.52
18/03/2010,32.26,49.35,35.76,44.24
19/03/2010,32.28,49.15,35.67,43.95
22/03/2010,32.29,48.41,35.69,43.65
23/03/2010,32.28,48.67,35.76,43.72
24/03/2010,32.29,48.44,35.66,43.42
25/03/2010,32.34,48.20,35.21,43.12
26/03/2010,32.39,48.13,35.02,43.16
29/03/2010,32.31,48.24,34.90,43.44
30/03/2010,32.29,48.46,34.96,43.56
31/03/2010,32.32,48.72,34.68,43.35
01/04/2010,32.29,49.11,34.57,43.62
02/04/2010,32.30,49.33,34.44,43.85
05/04/2010,32.32,49.33,34.24,43.68
07/04/2010,32.30,49.25,34.38,43.24
08/04/2010,32.30,49.14,34.66,43.04
09/04/2010,32.24,49.32,34.46,43.12
12/04/2010,32.22,49.73,34.54,43.93
16/04/2010,32.20,49.69,34.73,43.62
19/04/2010,32.28,49.27,35.09,43.45
20/04/2010,32.18,49.37,34.75,43.41
21/04/2010,32.07,49.27,34.42,43.05
22/04/2010,32.14,49.57,34.60,43.03
23/04/2010,32.25,49.51,34.53,42.71
26/04/2010,32.12,49.62,34.11,42.96
27/04/2010,32.22,49.73,34.35,43.10
28/04/2010,32.25,49.17,34.60,42.54
29/04/2010,32.29,49.01,34.37,42.65
30/04/2010,32.25,49.47,34.29,42.73
04/05/2010,32.25,49.16,34.00,42.55
06/05/2010,32.30,48.80,34.43,41.41
07/05/2010,32.30,47.79,35.10,40.96
10/05/2010,32.20,47.92,34.68,41.68
11/05/2010,32.26,47.86,34.74,41.15
12/05/2010,32.27,48.16,34.80,40.84
13/05/2010,32.24,47.87,34.57,40.77
14/05/2010,32.32,47.20,34.84,40.52
17/05/2010,32.37,46.54,35.14,39.86
18/05/2010,32.32,46.66,34.95,39.90
19/05/2010,32.32,46.12,35.21,39.38
24/05/2010,32.35,46.77,35.91,40.41
25/05/2010,32.49,46.61,36.10,39.93
26/05/2010,32.49,46.73,36.04,39.96
27/05/2010,32.50,46.94,36.06,39.80
31/05/2010,32.49,47.04,35.56,40.01
01/06/2010,32.49,47.04,35.74,39.75
02/06/2010,32.54,47.89,35.57,39.82
03/06/2010,32.53,47.79,35.25,39.99
04/06/2010,32.53,47.64,35.08,39.64
07/06/2010,32.61,47.07,35.76,38.87
08/06/2010,32.59,47.20,35.54,38.95
09/06/2010,32.57,47.04,35.63,38.92
10/06/2010,32.53,47.37,35.69,39.05
11/06/2010,32.41,47.65,35.38,39.24
14/06/2010,32.38,47.33,35.27,39.47
15/06/2010,32.37,47.70,35.41,39.51
16/06/2010,32.36,47.90,35.33,39.85
17/06/2010,32.37,47.60,35.47,39.77
18/06/2010,32.36,47.96,35.62,40.08
21/06/2010,32.26,47.93,35.53,40.05
22/06/2010,32.27,47.66,35.49,39.77
23/06/2010,32.32,47.93,35.73,39.65
24/06/2010,32.34,48.44,36.01,39.86
25/06/2010,32.37,48.35,36.13,39.89
28/06/2010,32.32,48.67,36.18,40.02
29/06/2010,32.35,48.83,36.31,39.68
30/06/2010,32.39,48.74,36.59,39.53
02/07/2010,32.33,49.07,36.75,40.46
05/07/2010,32.36,49.11,36.84,40.57
06/07/2010,32.40,49.04,36.98,40.59
07/07/2010,32.40,49.04,37.07,40.82
08/07/2010,32.40,49.24,36.76,41.01
09/07/2010,32.34,49.02,36.54,41.03
12/07/2010,32.31,48.52,36.32,40.71
13/07/2010,32.32,48.58,36.45,40.67
14/07/2010,32.28,49.11,36.33,41.04
15/07/2010,32.25,49.24,36.57,41.09
16/07/2010,32.19,49.63,36.90,41.59
19/07/2010,32.24,49.35,37.20,41.66
20/07/2010,32.24,49.16,37.07,41.81
21/07/2010,32.24,49.25,36.98,41.55
22/07/2010,32.27,49.04,37.25,41.24
23/07/2010,32.20,49.18,37.04,41.53
27/07/2010,32.16,49.82,36.96,41.81
28/07/2010,32.19,50.15,36.66,41.83
29/07/2010,32.21,50.28,36.91,41.91
30/07/2010,32.22,50.31,37.23,42.09
02/08/2010,32.17,50.64,37.13,42.07
03/08/2010,32.13,51.10,37.23,42.38
04/08/2010,32.13,51.21,37.57,42.48
05/08/2010,32.07,50.94,37.21,42.21
06/08/2010,32.02,50.83,37.27,42.21
09/08/2010,31.92,50.97,37.37,42.41
10/08/2010,31.93,50.54,37.22,42.08
11/08/2010,31.89,50.35,37.38,41.77
16/08/2010,31.82,49.57,37.09,40.66
17/08/2010,31.70,49.66,37.19,40.72
18/08/2010,31.65,49.23,37.07,40.68
19/08/2010,31.54,49.12,36.83,40.40
20/08/2010,31.48,49.02,36.87,40.29
23/08/2010,31.45,48.95,36.82,39.97
24/08/2010,31.46,48.58,37.05,39.75
25/08/2010,31.46,48.54,37.26,39.86
26/08/2010,31.38,48.70,37.06,39.83
27/08/2010,31.27,48.54,37.01,39.76
30/08/2010,31.24,48.56,36.55,39.81
31/08/2010,31.25,48.32,37.02,39.54
01/09/2010,31.16,47.86,36.94,39.53
02/09/2010,31.13,48.06,36.95,39.86
03/09/2010,31.09,47.93,36.88,39.88
06/09/2010,31.07,48.03,36.83,40.04
07/09/2010,31.16,47.92,37.03,39.91
08/09/2010,31.05,47.76,37.14,39.43
09/09/2010,30.83,47.63,36.80,39.21
10/09/2010,30.80,47.46,36.62,39.06
13/09/2010,30.70,47.33,36.50,39.27
14/09/2010,30.71,47.28,36.85,39.52
15/09/2010,30.75,47.67,36.55,39.92
16/09/2010,30.86,48.21,36.12,40.12
17/09/2010,30.76,48.12,35.88,40.28
20/09/2010,30.69,48.07,35.82,40.12
21/09/2010,30.72,47.84,35.90,40.21
22/09/2010,30.62,47.91,36.08,40.73
23/09/2010,30.62,47.95,36.22,41.03
24/09/2010,30.70,48.14,36.26,40.92
27/09/2010,30.57,48.36,36.27,41.16
28/09/2010,30.53,48.30,36.25,41.04
29/09/2010,30.44,48.17,36.33,41.36
30/09/2010,30.37,48.08,36.34,41.34
01/10/2010,30.26,47.61,36.25,41.32
04/10/2010,30.16,47.66,36.13,41.50
05/10/2010,30.21,47.77,36.16,41.32
06/10/2010,30.01,47.74,36.10,41.55
07/10/2010,29.88,47.41,36.05,41.59
08/10/2010,29.99,47.58,36.40,41.76
11/10/2010,30.05,47.91,36.64,41.99
12/10/2010,30.06,47.76,36.63,41.65
13/10/2010,29.86,47.20,36.46,41.67
14/10/2010,29.84,47.68,36.67,41.97
15/10/2010,29.84,47.76,36.67,41.90
18/10/2010,29.89,47.65,36.78,41.56
19/10/2010,29.88,47.49,36.75,41.65
20/10/2010,29.97,47.10,36.84,41.26
21/10/2010,29.86,47.23,36.74,41.59
22/10/2010,29.89,46.95,36.82,41.58
26/10/2010,29.88,47.03,37.00,41.71
27/10/2010,29.93,47.40,36.68,41.39
28/10/2010,29.98,47.35,36.75,41.40
29/10/2010,29.97,47.79,37.15,41.67
01/11/2010,29.88,47.97,37.05,41.74
02/11/2010,29.87,47.94,37.05,41.52
03/11/2010,29.75,47.72,36.91,41.72
04/11/2010,29.71,47.86,36.67,41.95
05/11/2010,29.66,48.24,36.69,42.14
08/11/2010,29.66,47.89,36.51,41.52
09/11/2010,29.60,47.72,36.55,41.07
10/11/2010,29.56,47.32,36.19,40.73
11/11/2010,29.57,47.74,36.00,40.80
